Gene,Control_baseline_blood1,Control_baseline_blood2,Control_baseline_blood3,Control_baseline_blood4,Control_baseline_blood5,Control_baseline_blood6,Control_baseline_blood7,Control_baseline_blood8,Control_baseline_blood9,Control_baseline_blood10,Control_final_blood1,Control_final_blood2,Control_final_blood3,Control_final_blood4,Control_final_blood5,Control_final_blood6,Control_final_blood7,Control_final_blood8,Control_final_blood9,Control_final_blood10
Ltf,3614,11682,4891,3363,7224,11748,4961,5053,6966,12111,23264,4543,14186,3741,25532,14716,11874,48906,41921,61645
Ltk,12558,10330,9226,7761,10886,8272,10246,9166,11970,13035,7896,15576,10710,9895,10688,11802,11169,12256,9902,10050
Ltn1,125130,127276,129606,133309,114003,129108,121121,123037,121757,133957,80789,108381,102023,107764,112022,101261,103944,103880,105957,96248
Ltv1,30989,32096,29233,26213,27808,23376,32788,26088,30317,30693,26789,30070,26962,26066,27709,22146,25055,24036,26407,26316
Luc7l,145187,158757,129606,146415,133894,137979,149703,160642,136376,123325,152272,130338,148431,143242,146460,152838,127691,138506,93083,116037
Luc7l2,267877,270538,294336,278517,255516,295618,271903,265582,214375,230657,336267,289123,288784,295174,332899,331902,227710,312472,236999,209384
Luc7l3,234178,253937,229533,219278,166452,204871,223368,247602,231643,247298,198659,224549,243878,178963,201679,212283,184341,190267,174614,161312
Lum,0,738,0,0,0,120,0,940,196,277,0,0,470,0,0,0,0,1785,0,0
Luzp1,6686,8731,7670,9658,10391,11868,7550,15394,7457,7396,4230,6814,8361,4706,8115,8742,9459,11899,6932,8496
Luzp2,0,0,0,0,0,0,0,6346,0,0,423,0,0,0,0,0,0,1309,0,0
Luzp4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lxn,4608,2582,4113,4139,2672,5394,2804,6933,4121,4437,2538,2380,3664,3500,4354,4808,2516,3570,3961,4662
Ly6a,43366,58658,50353,35181,43246,38361,50368,71096,36694,76824,40888,55705,77410,54546,47303,51869,61883,39624,45221,52009
Ly6c1,11203,13404,12227,7588,9005,8032,15747,18802,14226,13312,14381,20768,20010,20636,13458,15298,14288,15945,17164,18338
Ly6c2,62700,101329,65581,55962,57199,66292,66007,113048,68875,90506,81353,100701,78161,73733,73032,72849,82511,63303,96054,125776
Ly6d,252247,327474,240315,225659,230875,208347,243645,187435,248911,326249,229536,302211,367321,275503,253138,357982,291002,274156,269018,232074
Ly6e,564755,573910,573332,538926,628102,550237,647670,567357,590636,576598,521814,649311,587337,551489,492620,516648,672363,592935,877360,690109
Ly6f,0,123,0,776,198,240,108,353,98,0,1128,541,752,845,396,291,503,357,1320,0
Ly6g5b,723,369,556,1207,594,1558,324,588,1472,647,282,541,939,0,594,291,1107,1309,990,1036
Ly6g5c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ly6g6c,6776,11190,6336,6812,12271,8152,12403,10459,8438,2773,27635,7247,12588,13878,8906,11656,9962,12137,17494,15955
Ly6g6d,903,861,333,259,1188,360,431,0,589,92,1128,1190,1127,241,0,1457,402,0,330,1554
Ly6g6e,0,0,0,86,99,240,0,118,0,277,141,0,0,121,0,291,101,0,0,104
Ly6g6f,8493,18569,17118,8450,17318,14026,12511,17392,13049,11001,45118,14278,14186,28721,24146,30014,17508,20467,21455,32221
Ly6h,0,0,0,0,0,0,0,3173,0,0,0,0,0,0,0,0,0,2380,0,0
Ly6i,1897,2582,1890,690,495,1798,2265,4818,1275,3421,2397,2704,1691,1327,1583,2768,3119,2499,2311,4559
Ly6k,3252,3443,4668,3622,2375,2757,6148,5641,2453,6656,3807,3461,5637,6034,1781,4225,6440,7258,2971,3523
Ly75,36681,40704,35458,31991,39881,33086,37210,37957,36007,35130,25238,21633,24707,28480,22167,20544,29382,26059,31688,26523
Ly86,163617,176219,139943,138914,122810,139657,170195,150888,153644,203663,164256,218168,218795,174498,165856,201210,169751,151952,158110,158825
Ly9,101188,113626,112377,108303,98466,97221,117239,105410,107237,124897,83327,121036,94320,88697,83720,92373,103742,90791,103976,100185
Ly96,4608,3935,5002,5174,4948,7193,4422,6228,4121,8967,5781,6706,5825,7844,9896,6848,7044,5355,4951,6527
Lyar,12016,14265,13005,11641,10490,12827,15747,12927,12068,8967,14522,12655,15031,10257,14052,12530,14087,13089,16834,13054
Lyg1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lyg2,0,0,0,86,198,0,216,0,0,185,0,0,94,1086,0,146,201,0,0,104
Lyl1,61526,70094,65803,52254,66205,73725,55653,51941,76724,68966,70637,61978,77598,73009,66105,72995,76373,65088,87472,82883
Lyn,575235,716926,602788,584972,670754,590876,600322,728939,554825,524272,1133016,701771,640322,750484,677673,683910,617423,621017,643001,860434
Lynx1,38668,39966,36681,36561,38891,36443,35161,28086,38558,32819,28340,31908,32692,35117,29886,27391,34715,30581,42251,26937
Lypd1,90,492,0,86,693,240,0,1645,0,185,0,0,0,603,198,583,201,833,1320,311
Lypd2,0,0,222,172,693,0,0,940,0,1294,846,0,188,121,0,0,0,357,0,311
Lypd3,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,291,0,0,0,0
Lypd4,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lypd5,0,0,0,0,0,0,0,235,0,0,282,649,94,0,0,0,201,0,0,0
Lypd6,452,738,333,862,1484,360,108,1645,491,647,1833,2488,564,1086,1385,437,503,1904,990,1036
Lypd6b,8583,8485,6447,11641,9302,8871,6795,8343,10400,10632,8037,8978,9582,9654,7917,8159,7748,7853,12543,6838
Lypla1,71283,77472,67137,75105,62147,70488,65145,67336,66716,77656,78674,89668,79946,71320,77782,74743,69531,73061,75259,69104
Lypla2,34693,32465,37792,29059,45225,36203,36239,35254,40226,34668,36376,33747,33068,32583,37209,37590,43570,34984,56114,54289
Lyplal1,632,246,889,1638,1089,1079,971,2115,392,924,987,108,470,965,1188,1020,906,1309,660,622
Lyrm1,4156,4304,2445,5001,4156,4076,4746,6111,3826,3421,3666,6274,4321,4586,4552,4371,4528,4046,4291,2797
Lyrm2,33609,30251,28011,32163,27709,26013,31602,27263,34732,36979,27635,28664,40490,31858,36021,34822,41356,35459,24426,25901
Lyrm4,8854,6395,9003,8882,6927,7193,8736,8579,7849,5824,9165,13304,11555,8809,13656,13404,7345,11423,8252,7770
Lyrm5,29001,30989,28122,29231,25037,32846,29984,26441,34241,30323,27776,42076,33444,30048,38198,26954,29684,32961,24096,22482
Lyrm7,5511,5657,5447,6812,3266,5155,5824,3878,4808,3605,6768,6382,6012,4948,4354,4517,3421,4165,6602,4766
Lysmd1,50233,46114,48130,46649,46907,43755,46593,47123,51117,48720,52731,51054,47724,50201,52251,43273,53330,46526,47862,52113
Lysmd2,3343,4058,3223,2242,3068,4435,2265,4583,2649,3328,4230,2812,3382,2534,3167,1603,2516,4641,3301,4766
Lysmd3,70922,78579,72028,75967,58980,67371,66762,72976,77312,73958,85583,96158,95165,89542,87876,85379,82310,75679,56444,75217
Lysmd4,10480,9592,9670,9140,9995,8032,9707,9519,10890,8783,6486,9518,9019,11464,7125,8451,8251,10352,5941,7149
Lyst,509553,590634,539875,511506,527460,653692,533991,806968,637436,650278,416915,445962,461358,416332,573568,377943,444452,433724,451553,472436
Lyve1,2168,2828,2001,1725,2771,2158,1186,3055,1079,1572,5358,1406,1127,3862,3167,3497,1308,2856,2641,3419
Lyz1,230835,319973,217417,210311,216526,270683,200934,326806,278835,286681,440884,414378,389867,360580,369712,346180,355300,295932,316880,421877
Lyz2,3387625,5220282,3575712,3073258,3448576,4279744,3258304,5533850,4781993,4947534,7128726,6946966,6209504,5549287,5805746,5858255,5847809,4465394,4744941,7069753
Lyzl1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lyzl4,181,0,222,172,0,0,0,0,0,0,0,0,188,0,198,437,0,0,330,0
Lyzl6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lzic,16895,16478,19674,17504,18605,18341,16825,18215,18347,17103,16496,17631,17568,15688,15240,16610,18716,15945,15184,17095
Lztfl1,28459,26562,29233,25524,21375,26493,25130,27733,22468,25146,23123,34288,28841,25342,36615,29140,23244,23084,20465,22897
Lztr1,48155,44270,47018,37164,45324,44954,44976,48886,47683,45484,38914,42617,44342,37048,38000,39193,49003,48906,47202,43721
Lzts1,723,369,556,431,693,1439,1079,1528,491,185,282,1947,1691,362,792,728,503,595,1650,1140
Lzts2,2168,1968,3001,2069,4552,2637,1941,2703,2747,2958,2961,2055,1503,1448,2573,2623,2415,2975,4621,3523
M6pr,206080,225039,201967,212208,208312,197918,206974,225157,201523,220118,263233,252023,231008,249679,203658,200481,229521,229059,215214,260772
MGC107098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mab21l1,0,0,0,0,396,0,0,1175,0,0,705,0,0,0,0,0,0,0,0,0
Mab21l2,7860,6518,7781,7329,7719,7073,7011,6463,6868,8875,2538,2596,3946,3620,4750,4080,3119,2975,1980,3315
Macc1,0,123,0,0,198,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0
Macf1,2859822,2562244,2743947,2852859,2737347,2812085,3036230,2706934,2746163,2681081,1583206,1837389,1747544,1741355,1693788,1685880,1800649,1922784,1865298,1511795
Macrod1,7499,5411,7225,6295,9599,5514,4530,5288,4317,5917,5499,5625,6294,5068,1979,5537,7949,5712,8252,7356
Macrod2,813,861,222,776,1089,1079,1618,2703,196,1294,2256,1514,2443,1569,3563,3351,1409,3332,330,1243
Mad1l1,57912,72676,66137,61912,68877,76122,56516,70038,65833,63512,103912,88478,105969,107160,93813,124427,79995,80914,60405,66307
Mad2l1,21231,23734,20341,23540,19198,25294,19522,18802,23841,21078,27212,29745,31283,29807,26323,36133,20225,23679,14194,20306
Mad2l1bp,15901,17954,16451,18453,18407,16903,19198,16922,16679,12665,26225,17631,16440,22446,23948,23895,19621,18920,17824,26730
Mad2l2,8222,7870,5780,7329,7224,7912,5824,7873,7849,8228,11843,6490,10522,11344,10490,6994,9559,8091,7592,7770
Madcam1,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0
Madd,122961,107846,129939,133567,144977,133903,140859,131263,130489,107147,97567,102864,82295,94127,82928,104466,101026,107211,134344,131992
Maea,74987,74521,76585,71397,76892,68450,70106,78029,77999,67395,86992,89560,66888,76750,73428,71829,78888,81033,91433,102983
Mael,181,0,0,0,0,0,0,118,98,0,0,0,0,0,0,0,0,0,0,104
Maf,9577,7624,9337,9140,6037,6593,8844,11281,11577,11926,5922,9951,9207,8689,6531,9179,7748,9162,13203,9532
Maf1,156118,154453,171288,140811,158535,150806,155419,142897,171598,154573,186815,169061,164214,195254,157543,170759,179512,169801,186827,210420
Mafa,0,0,0,86,0,0,108,0,196,0,0,0,0,0,0,291,0,0,0,104
Mafb,3162,5288,3890,2673,4849,6833,3991,4348,6475,4530,4512,3678,5261,5792,10886,2914,5333,5236,9572,6113
Maff,1175,861,889,517,1385,959,1079,1410,1570,1017,2397,757,845,965,594,1020,906,1309,990,1450
Mafg,15088,14511,14005,13538,23652,23975,14453,17157,16973,16456,28903,24229,28371,24859,24740,24186,21030,22846,27067,24554
Mafk,45806,39351,44684,40182,49480,60059,43358,46771,42973,44190,52590,54190,59091,49719,52053,57842,51117,47478,56114,60505
Mag,1084,1353,1334,690,1188,959,1079,2703,1962,1294,1974,865,752,1448,792,874,1308,1666,4951,1761
Magea1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magea10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magea2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magea3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magea4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magea5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0
Magea6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magea8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mageb1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mageb16,181,492,222,86,99,599,539,823,0,370,1269,2055,752,1086,2771,874,101,833,0,311
Mageb16-ps1,181,123,111,0,0,0,0,353,0,277,0,108,0,241,0,0,402,357,330,0
Mageb18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mageb2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mageb3,0,246,0,172,99,0,0,0,0,185,0,0,376,362,0,146,101,119,330,104
Mageb4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mageb5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maged1,994,1353,1334,604,1979,1439,2481,25618,1668,2681,846,2380,2161,1931,990,3497,2817,13327,3301,2279
Maged2,36410,47098,44684,31904,55220,46033,33651,47006,33751,26070,115191,49864,45375,78681,49084,56094,54437,54498,52813,96456
Magee1,3433,4427,2334,3622,2771,2278,4314,9519,2060,2773,2820,2380,4227,1086,2771,4371,2012,5474,2971,5077
Magee2,0,123,0,172,99,360,0,470,98,92,0,0,0,0,0,0,101,595,330,207
Mageh1,903,246,111,0,198,480,431,2820,883,555,423,0,470,1086,198,0,101,2023,0,518
Magel2,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magi1,2168,1968,1778,776,1484,959,971,7168,1275,1202,705,433,1127,965,198,1166,402,2618,660,622
Magi2,1897,2705,3890,3277,1385,2637,4098,7873,2747,3698,2679,2163,2724,2051,1583,2477,2516,5593,4621,2590
Magi3,28098,24103,31901,27765,26225,26972,30307,31024,30905,30138,14804,20227,21983,18584,29688,18358,20527,22013,26077,19788
Magix,723,2951,1334,431,693,719,863,470,1570,1479,423,0,1785,1086,198,0,805,1428,1320,1658
Magoh,48064,42548,44684,45701,36121,39080,40877,36312,42581,47611,37927,48782,54675,45254,45521,53034,48198,46645,44231,43203
Magohb,8493,8854,9115,8278,9500,6593,5501,7521,8634,8505,9306,7896,10522,5672,7917,7139,7345,6664,8912,6320
Magt1,112391,105510,109931,102439,94705,122395,109581,103647,89184,117409,115050,119630,116021,106798,131220,112625,106057,118992,108927,95109
Mak,1446,1107,1000,862,1979,959,863,823,1472,370,282,2812,939,1327,1385,1020,1509,1190,660,414
Mak16,39301,34063,36236,36388,33449,32727,41956,31846,33260,30508,30454,40237,29310,32341,28104,28557,35520,34151,27727,30149
Mal,813,3197,3112,1035,6927,0,108,11634,1374,13035,0,108,0,603,0,0,0,714,0,0
Mal2,0,123,222,0,198,0,0,5171,98,277,0,216,0,724,0,437,101,2737,0,104
Malat1,15897244,14394113,15770747,14668879,13413305,14954350,14999414,17699837,14511398,15147495,9513898,10817088,10132413,9040926,11300957,9897753,9710426,10327868,9577683,9386035
Mall,271,0,0,0,594,0,0,823,294,277,0,0,0,0,0,0,0,0,0,0
Malt1,304467,287508,295336,315423,269272,273920,284738,255710,264609,308406,191468,246831,243503,233146,224836,247105,244011,253333,249213,220263
Mamdc2,90,123,445,86,495,240,647,1293,196,277,564,0,0,0,792,0,402,476,660,104
Mamdc4,9757,10576,10560,16038,12865,9710,9491,8814,14521,9984,4794,10167,9676,8327,14052,8451,10767,11542,9572,11189
Maml1,52220,51648,58912,48546,60663,55144,55869,56877,64067,50199,47655,47700,41711,46581,47303,56385,52525,51404,68987,61023
Maml2,57009,59764,54465,59239,55022,49989,55653,50296,57592,53712,39760,43807,44905,45374,40177,44875,41255,43551,53804,38230
Maml3,24755,26685,25677,27248,37110,24575,31278,26206,25019,20801,27776,22823,19540,28600,21177,18358,27068,24631,25416,30770
Mamld1,0,123,0,86,0,360,0,1058,0,0,0,0,0,241,0,0,0,119,0,0
Mamstr,361,369,222,86,0,0,216,118,196,277,0,0,94,121,0,0,201,357,0,104
Man1a,371685,372113,383370,354139,341810,341291,354628,290965,354284,382919,335280,321248,391464,338738,322212,325928,322799,324490,454854,309052
Man1a2,174910,186057,181737,174698,155467,182214,170627,193546,160021,174357,215014,187124,181312,174860,194158,195528,154959,182771,133023,148569
Man1b1,66224,64560,68137,64240,68877,69649,74204,67806,68875,68227,67958,73876,67452,69147,60563,61048,73958,71514,73608,84541
Man1c1,7770,8608,11227,7157,10094,8631,8844,9989,11773,8135,7896,8220,5449,7120,7719,5245,8654,7615,15844,15541
Man2a1,159823,157035,170955,160816,140623,150206,158116,139724,142655,164095,128867,124173,131334,135519,137158,132732,127087,140529,154809,121942
Man2a2,36861,31481,38237,35871,33844,32007,32896,30906,37283,32634,22136,22823,21325,27031,29490,27683,29080,29391,31028,35536
Man2b1,220445,216677,230422,213242,253834,258815,218730,256768,251266,216698,201196,215680,174548,197305,204450,158812,247231,214780,247892,303561
Man2b2,31079,33571,41460,37251,41761,39320,36455,35372,43169,32819,27212,33964,25553,30772,33844,26954,38036,28796,45882,44446
Man2c1,35235,34801,34680,35526,37803,37761,36239,38310,42679,30693,32146,23039,29874,26669,30084,30160,38237,33556,40930,41856
Manba,31260,32342,29011,31473,30975,31408,33651,28673,26785,29861,25661,27041,29404,23411,20979,28703,28174,27606,25416,27144
Manbal,9848,9469,11782,12331,12370,8272,11217,6111,12362,11001,11420,10925,12119,8930,11875,13987,17207,12018,8912,12640
Manea,105344,94688,96593,94247,78674,80917,87363,71684,90165,107702,73880,128067,104654,98713,87876,100532,83215,95193,85822,71694
Maneal,4969,4550,4335,6208,5245,3836,3883,5641,5396,5270,4089,5408,6482,4586,5542,4371,4327,8091,6272,4973
Manf,47974,42302,47685,54496,47006,44235,46054,39132,44641,47056,42580,54190,51199,43202,45521,63088,51016,57592,44561,48798
Mansc1,632,1476,2223,2156,1089,839,1510,2233,1275,740,1269,1298,1597,965,990,728,2012,833,1320,1658
Maoa,1807,2336,889,1466,396,1439,324,1645,294,1109,1269,1947,564,1810,1781,728,1207,1190,660,1243
Maob,723,369,556,172,594,1079,863,1880,589,1294,1410,1514,1409,483,1188,1603,402,952,2641,829
Map1lc3a,3072,5903,6336,4915,5839,5155,6040,8226,5200,5362,11279,3569,6106,7241,7323,7431,8050,8567,7262,7563
Map1lc3b,562948,787389,741953,669820,853534,1115459,808914,1162096,714454,893139,1830084,1530310,1562945,1987655,1998385,2434335,1345028,1494057,989918,947151
Map2k1,115282,109814,115378,106837,113112,108010,114003,131498,106942,119720,105462,118332,124288,108005,103907,119036,117226,121252,132693,121942
Map2k2,95044,104280,107708,94247,118456,122635,95560,114929,120482,106315,154246,118332,127858,161947,165658,174839,133829,153380,153489,151055
Map2k3,148710,211512,183738,157022,258683,196479,161459,256768,150995,134974,406905,188314,204140,280572,262242,309610,225798,223466,214884,325214
Map2k4,77879,83252,74362,74932,63731,78040,77224,82025,73486,77009,71765,79933,75437,67337,89459,79697,73555,77820,65686,70555
Map2k5,32976,32096,36236,36216,41662,37761,36563,27968,36792,34113,22841,23147,26022,24256,21969,25060,28778,28082,36969,27455
Map2k6,12377,12789,9559,13624,12271,13187,13374,11751,12264,11001,10574,12655,7609,9051,7917,11365,8050,14517,10893,11293
Map2k7,47974,42056,48685,44149,50668,44115,49290,39015,47486,45484,41734,38074,30344,45133,30084,24186,49708,43670,49843,53771
Map3k1,349008,332885,332017,328184,317267,334938,343734,279213,312193,321626,315118,298858,322791,335359,327160,319517,295530,293433,328432,283565
Map3k10,11022,9346,12005,8709,11084,11868,7550,9871,11381,9152,5358,9627,10428,8447,6927,8013,10767,7972,13533,12018
Map3k11,47341,46114,59579,47857,63335,48670,48103,60167,62203,58335,45400,49107,43214,45133,47896,39921,61783,51404,81200,82365
Map3k12,24122,19798,21230,20781,20386,20979,21140,20917,26392,24776,14804,18821,23768,20636,20386,17630,22640,22251,20795,22793
Map3k13,3975,1230,2334,690,1484,1558,2481,3525,1962,2589,4512,3569,3382,3258,2375,3934,2113,4403,2311,2072
Map3k14,79866,71816,79030,80537,83226,75283,77548,66278,87516,66840,63306,71172,57306,66613,57990,58280,78888,64255,96714,89721
Map3k15,16082,19798,20008,18453,15636,21458,17257,22328,19721,29583,17483,17631,18601,15085,15042,13841,23244,20229,23436,24036
Map3k2,207977,198969,210859,208500,174665,195520,198885,214581,187689,207361,155374,180094,184412,152172,188616,157937,156972,172300,161411,155407
Map3k3,199936,169086,200522,189357,207421,196839,207729,185320,221145,204033,171870,184312,168535,176187,180502,144970,197724,195265,221816,237565
Map3k4,48335,37138,38570,40269,45918,43995,43142,41952,42973,37534,27494,33098,32599,28721,25532,32054,39444,37601,41590,33257
Map3k5,115824,127768,125937,135206,139732,138578,126191,138431,133040,121939,122241,100268,103808,100764,121720,87711,131313,111733,126092,139037
Map3k6,1988,3935,4335,2587,3068,3476,2481,2585,4317,2681,4935,1622,1879,3862,2375,2040,4126,4046,3301,3937
Map3k7,118625,113011,114155,125376,106284,119518,114326,102707,116754,119165,116319,119954,113296,104143,122116,98784,109679,117683,114869,96248
Map3k8,73271,67512,71583,67430,69569,69289,63311,65338,64264,72664,61755,65007,76658,65648,84313,61922,70637,59020,58425,74492
Map3k9,43276,38736,42350,44321,47699,51907,49721,40660,42385,38921,34120,28988,33632,42478,36615,28120,42564,39267,55454,47658
Map4k1,83390,71693,75696,77519,83127,70967,76793,58757,81139,71370,59076,61978,60312,57804,55219,51723,72650,71038,92753,83298
Map4k2,166960,159249,173845,147278,173775,164951,160920,157469,201425,203663,138173,140397,164965,148914,137751,153129,182731,174561,209933,186488
Map4k3,30266,27177,28789,29231,29094,23736,26748,26441,25215,32449,23969,25419,25365,22446,25136,23749,23345,25107,24426,22275
Map4k4,137146,118422,132496,133826,140227,119638,147762,132438,137848,103727,104617,109246,88025,95817,95397,86836,114912,107925,125762,133442
Map4k5,85468,109568,97593,107009,94111,129588,101060,114929,88007,88288,199082,149375,156604,189944,211575,223210,116119,143623,86152,90447
Map6d1,2801,1353,2445,2242,2771,2038,2804,3995,2060,740,987,1731,2067,845,3365,1894,2113,2737,1320,1761
Mapk1,385869,496438,432500,404324,414941,421969,427430,478517,348201,390500,653360,465107,469062,537008,511026,592848,419497,495957,348567,400120
Mapk10,452,369,222,345,0,599,431,9754,0,185,282,108,282,603,792,291,201,4879,0,104
Mapk11,40385,37383,32346,36819,36319,30089,40014,26206,44935,47241,30736,45645,43684,38013,37605,39630,49909,42242,48192,37090
Mapk12,10390,9469,7003,6381,7620,5634,10246,7873,9223,7673,9024,10708,11555,14240,12667,10053,12679,10114,13863,12018
Mapk13,2259,1722,2557,2846,2969,3956,3020,4113,3532,2496,3102,1839,3476,1810,4156,1166,3019,3689,2641,6320
Mapk14,181867,187286,197632,183407,218802,212782,195865,227742,185825,188224,237291,179877,165623,173532,187825,184746,188366,195860,196399,270200
Mapk15,0,123,0,0,0,240,108,0,0,0,0,0,282,121,0,0,101,0,0,104
Mapk1ip1,20870,22873,21230,18970,21178,21578,21247,17040,25705,22650,19739,23472,18507,19912,11083,18067,19923,23322,21455,18856
Mapk1ip1l,82215,75751,85366,87780,73330,89908,77764,77794,78294,74051,72752,71064,76470,71320,76397,78240,75870,73061,92423,80708
Mapk3,27827,39966,35903,28197,39782,32007,34729,45478,35320,25978,49629,39913,32411,43202,38792,29285,45783,34627,42581,63095
Mapk4,181,123,0,172,0,0,216,3643,0,277,0,0,94,241,0,0,201,1190,330,0
Mapk6,312327,410234,352247,293176,386342,311202,313643,462300,292865,235187,765167,333038,319973,428883,374660,414367,295932,365423,334704,509733
Mapk7,19244,15740,15117,20177,21474,15105,17041,15512,20800,20616,18047,16549,17568,15929,13854,15153,16804,19277,23436,27352
Mapk8,67037,55091,57355,53720,47996,52506,49506,59110,56415,60738,43990,56786,53642,55752,62542,50266,43469,51999,48192,43928
Mapk8ip1,994,738,2557,1035,2573,1558,1294,7286,1570,2311,282,649,2630,965,792,728,1711,4998,1320,1658
Mapk8ip2,0,123,0,0,0,0,0,9166,0,0,0,865,94,0,198,0,0,3213,0,0
Mapk8ip3,83841,77103,89034,81141,98268,90627,96746,88018,100565,87641,69368,78960,74028,73854,80553,83340,81303,95193,107937,86613
Mapk9,56737,51525,59467,52944,54527,57301,56300,59932,48566,56208,44695,40453,41053,46702,50271,38902,45079,47954,60075,46208
